pilot_id,stratum,unicode,char,catalog_scope,authority_layer,unicode_identity_status,structure_evidence_status,source_grade,next_action,dictionary_context_entries,dictionary_context_sources,yuanliu_context_available,cihai_context_hits,wiki_hit_count,zdic_url,zdic_snapshot_available,gf0017_join_status,blocking_reason,recommended_next_action,gf0017_points_assigned,final_structure_label,cnbe_write_status,editable_copy_notice
outside_8105_strong_dictionary_context_052,outside_8105_strong_dictionary_context,U+21FED,𡿭,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A1%BF%AD,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_053,outside_8105_strong_dictionary_context,U+2225E,𢉞,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A2%89%9E,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_054,outside_8105_strong_dictionary_context,U+224D6,𢓖,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A2%93%96,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_055,outside_8105_strong_dictionary_context,U+227A1,𢞡,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A2%9E%A1,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_056,outside_8105_strong_dictionary_context,U+22A88,𢪈,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A2%AA%88,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_057,outside_8105_strong_dictionary_context,U+22E6F,𢹯,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A2%B9%AF,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_058,outside_8105_strong_dictionary_context,U+23118,𣄘,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A3%84%98,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_059,outside_8105_strong_dictionary_context,U+234DA,𣓚,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A3%93%9A,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_060,outside_8105_strong_dictionary_context,U+238CD,𣣍,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A3%A3%8D,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_061,outside_8105_strong_dictionary_context,U+23B04,𣬄,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A3%AC%84,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_062,outside_8105_strong_dictionary_context,U+23E5D,𣹝,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A3%B9%9D,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_063,outside_8105_strong_dictionary_context,U+24265,𤉥,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A4%89%A5,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_064,outside_8105_strong_dictionary_context,U+245FA,𤗺,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A4%97%BA,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_065,outside_8105_strong_dictionary_context,U+24864,𤡤,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A4%A1%A4,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_066,outside_8105_strong_dictionary_context,U+24BE0,𤯠,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A4%AF%A0,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_067,outside_8105_strong_dictionary_context,U+24E79,𤹹,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A4%B9%B9,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_068,outside_8105_strong_dictionary_context,U+25107,𥄇,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A5%84%87,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_069,outside_8105_strong_dictionary_context,U+253A3,𥎣,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A5%8E%A3,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_070,outside_8105_strong_dictionary_context,U+25767,𥝧,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A5%9D%A7,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_071,outside_8105_strong_dictionary_context,U+25A76,𥩶,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A5%A9%B6,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_072,outside_8105_strong_dictionary_context,U+25D5F,𥵟,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A5%B5%9F,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_073,outside_8105_strong_dictionary_context,U+26049,𦁉,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A6%81%89,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_074,outside_8105_strong_dictionary_context,U+26375,𦍵,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A6%8D%B5,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_075,outside_8105_strong_dictionary_context,U+265FB,𦗻,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A6%97%BB,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_076,outside_8105_strong_dictionary_context,U+268F9,𦣹,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A6%A3%B9,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_077,outside_8105_strong_dictionary_context,U+26B81,𦮁,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A6%AE%81,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_078,outside_8105_strong_dictionary_context,U+26E89,𦺉,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A6%BA%89,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_079,outside_8105_strong_dictionary_context,U+27189,𧆉,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A7%86%89,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_080,outside_8105_strong_dictionary_context,U+27411,𧐑,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A7%90%91,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_081,outside_8105_strong_dictionary_context,U+2766A,𧙪,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A7%99%AA,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_082,outside_8105_strong_dictionary_context,U+278CB,𧣋,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A7%A3%8B,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_083,outside_8105_strong_dictionary_context,U+27AF1,𧫱,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A7%AB%B1,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_084,outside_8105_strong_dictionary_context,U+27D04,𧴄,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A7%B4%84,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_085,outside_8105_strong_dictionary_context,U+27FB9,𧾹,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A7%BE%B9,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_086,outside_8105_strong_dictionary_context,U+2827F,𨉿,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A8%89%BF,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_087,outside_8105_strong_dictionary_context,U+284F7,𨓷,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A8%93%B7,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_088,outside_8105_strong_dictionary_context,U+28794,𨞔,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A8%9E%94,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_089,outside_8105_strong_dictionary_context,U+28B45,𨭅,outside_8105_agent_candidate,standard_aligned_or_cross_reference_review_context,PASS_UNICODE_IDENTITY_FROM_EXISTING_INDEX,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,nlp_han_dicts_kangxi_4w,False,0,0,https://www.zdic.net/hans/%F0%A8%AD%85,False,REVIEW_CONTEXT_AVAILABLE_NOT_SCORABLE,cross-reference context must be validated against standards before scoring,human_review_or_standards_validation,0,,NO_CNBE_WRITE,PILOT_EVIDENCE_JOIN_REVIEW_ONLY_NOT_SOURCE_EVIDENCE
