char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status,repair_status,remaining_reason,remaining_detail
菍,U+83CD,7129,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1485,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䓨,U+44E8,7132,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
䓛,U+44DB,7134,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
鿎,U+9FCE,7146,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
硚,U+785A,7148,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,602,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
硊,U+784A,7149,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,586,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
硍,U+784D,7150,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,589,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
勔,U+52D4,7151,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1236,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䴕,U+4D15,7152,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
龁,U+9F81,7153,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,385,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
逴,U+9034,7154,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左下包,8,present,True,564,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
翈,U+7FC8,7157,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,456,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
㫰,U+3AF0,7158,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
晙,U+6659,7159,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,89,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
畤,U+7564,7160,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1892,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬱖,U+2CC56,7161,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
蚲,U+86B2,7165,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,178,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬟽,U+2C7FD,7166,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
䎃,U+4383,7169,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫓯,U+2B4EF,7177,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫟹,U+2B7F9,7178,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫟼,U+2B7FC,7180,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
铚,U+94DA,7183,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1754,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
牻,U+727B,7187,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1147,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
笯,U+7B2F,7191,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1327,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
偰,U+5070,7192,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,624,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
偡,U+5061,7193,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,609,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
偭,U+506D,7195,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,621,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
偲,U+5072,7196,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,626,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
偁,U+5041,7197,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,577,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
㿠,U+3FE0,7198,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
鄅,U+9105,7199,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,773,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
偓,U+5053,7200,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,595,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
徛,U+5F9B,7201,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,411,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
衒,U+8852,7202,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左中右,4,present,True,594,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䝙,U+4759,7209,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
䏲,U+43F2,7213,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
鱾,U+9C7E,7214,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1662,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𠅤,U+20164,7219,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
庱,U+5EB1,7220,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,177,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
庼,U+5EBC,7221,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,188,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
痓,U+75D3,7223,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,2003,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䴔,U+4D14,7224,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
竫,U+7AEB,7225,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1259,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
烺,U+70FA,7231,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,762,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬇹,U+2C1F9,7234,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬍡,U+2C361,7241,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
㥄,U+3944,7242,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
悰,U+60B0,7245,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,688,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
寁,U+5BC1,7247,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1473,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬤇,U+2C907,7249,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫍯,U+2B36F,7250,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬤊,U+2C90A,7254,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫍲,U+2B372,7255,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬯎,U+2CBCE,7260,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
婞,U+5A5E,7262,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1118,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
婳,U+5A73,7266,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1139,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬘬,U+2C62C,7273,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬘭,U+2C62D,7274,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬴂,U+2CD02,7275,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫘦,U+2B626,7276,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫟅,U+2B7C5,7278,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬘯,U+2C62F,7279,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫘧,U+2B627,7281,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
㙘,U+3658,7292,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𪣻,U+2A8FB,7299,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𡎚,U+2139A,7300,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
靬,U+976C,7305,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,364,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
葴,U+8474,7306,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1652,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
鄚,U+911A,7309,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,794,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
蓇,U+84C7,7311,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1735,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
萩,U+8429,7312,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1577,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
葰,U+8470,7314,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1648,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
葎,U+844E,7315,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1614,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
