character,unicode_codepoint,standard_rank,status,merge_status,approved_basis,approved_radical,approved_canonical_radical,approved_radical_resolution,approved_radix,approved_strokes,approved_agent_structure,approved_agent_struct_type,approved_decomposition,current_cnbe,current_cnbe_hex,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_index,current_ext,proposed_cnbe,proposed_cnbe_hex,proposed_radix,proposed_radix_name,proposed_canonical_radical,proposed_strokes,proposed_struct_type,proposed_struct_name,proposed_index,proposed_ext,roundtrip_pass,decoded_radix,decoded_strokes,decoded_struct_type,decoded_index,decoded_ext,write_gate,block_reason,block_detail
淖,U+6DD6,4970,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵卓,334396768,0x13EE7D60,19,力,29,triangle,12,2006,0,1431960928,0x5559FD60,85,氵,水,11,3,左右,2006,0,True,85,11,3,2006,0,NO_WRITE_DRY_RUN_ONLY,,
挲,U+6332,4971,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,手,手,DIRECT,64,11,上下,1,⿱沙手,1293079328,0x4D12D320,77,止,2,top-left-wrap,5,1330,0,1079563040,0x4058D320,64,手,手,11,1,上下,1330,0,True,64,11,1,1330,0,NO_WRITE_DRY_RUN_ONLY,,
淠,U+6DE0,4972,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵畀,491060736,0x1D44FE00,29,又,8,bottom-wrap,9,2016,0,1431961088,0x5559FE00,85,氵,水,11,3,左右,2016,0,True,85,11,3,2016,0,NO_WRITE_DRY_RUN_ONLY,,
涸,U+6DB8,4973,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵固,3421797248,0xCBF47B80,203,黑,30,top-wrap,8,1976,0,1431960448,0x5559FB80,85,氵,水,11,3,左右,1976,0,True,85,11,3,1976,0,NO_WRITE_DRY_RUN_ONLY,,
渑,U+6E11,4974,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵黾,1322451216,0x4ED30110,78,歹,26,top-right-wrap,6,17,0,1431929104,0x55598110,85,氵,水,11,3,左右,17,0,True,85,11,3,17,0,NO_WRITE_DRY_RUN_ONLY,,
淦,U+6DE6,4975,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵金,594640480,0x23717E60,35,夊,14,left-mid-right,2,2022,0,1431961184,0x5559FE60,85,氵,水,11,3,左右,2022,0,True,85,11,3,2022,0,NO_WRITE_DRY_RUN_ONLY,,
淝,U+6DDD,4976,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵肥,439057872,0x1A2B7DD0,26,卩,5,top-right-wrap,6,2013,0,1431961040,0x5559FDD0,85,氵,水,11,3,左右,2013,0,True,85,11,3,2013,0,NO_WRITE_DRY_RUN_ONLY,,
淬,U+6DEC,4977,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵卒,698646208,0x29A47EC0,41,寸,20,top-wrap,8,2028,0,1431961280,0x5559FEC0,85,氵,水,11,3,左右,2028,0,True,85,11,3,2028,0,NO_WRITE_DRY_RUN_ONLY,,
涪,U+6DAA,4978,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵咅,3179543200,0xBD83FAA0,189,高,16,bottom-left-wrap,7,1962,0,1431960224,0x5559FAA0,85,氵,水,11,3,左右,1962,0,True,85,11,3,1962,0,NO_WRITE_DRY_RUN_ONLY,,
淙,U+6DD9,4979,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵宗,369720720,0x16097D90,22,匚,1,left-mid-right,2,2009,0,1431960976,0x5559FD90,85,氵,水,11,3,左右,2009,0,True,85,11,3,2009,0,NO_WRITE_DRY_RUN_ONLY,,
涫,U+6DAB,4980,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵官,3196877488,0xBE8C7AB0,190,髟,17,top-wrap,8,1963,0,1431960240,0x5559FAB0,85,氵,水,11,3,左右,1963,0,True,85,11,3,1963,0,NO_WRITE_DRY_RUN_ONLY,,
渌,U+6E0C,4981,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵录,1235779776,0x49A880C0,73,曰,21,left-right,1,12,0,1431929024,0x555980C0,85,氵,水,11,3,左右,12,0,True,85,11,3,12,0,NO_WRITE_DRY_RUN_ONLY,,
淄,U+6DC4,4982,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,氵,水,ALIAS,85,11,左右,3,⿰氵甾,22805568,0x015BFC40,1,一,11,bottom-left-wrap,7,1988,0,1431960640,0x5559FC40,85,氵,水,11,3,左右,1988,0,True,85,11,3,1988,0,NO_WRITE_DRY_RUN_ONLY,,
惬,U+60EC,4983,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄⿷匚夹,2303471296,0x894C2EC0,137,舟,9,top-wrap,8,748,0,1029287616,0x3D59AEC0,61,忄,心,11,3,左右,748,0,True,61,11,3,748,0,NO_WRITE_DRY_RUN_ONLY,,
悻,U+60BB,4984,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄幸,1488300976,0x58B5ABB0,88,父,22,full-wrap,11,699,0,1029286832,0x3D59ABB0,61,忄,心,11,3,左右,699,0,True,61,11,3,699,0,NO_WRITE_DRY_RUN_ONLY,,
悱,U+60B1,4985,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄非,1314958096,0x4E60AB10,78,歹,12,left-right,1,689,0,1029286672,0x3D59AB10,61,忄,心,11,3,左右,689,0,True,61,11,3,689,0,NO_WRITE_DRY_RUN_ONLY,,
惝,U+60DD,4986,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄尚,2060135888,0x7ACB2DD0,122,网,25,top-right-wrap,6,733,0,1029287376,0x3D59ADD0,61,忄,心,11,3,左右,733,0,True,61,11,3,733,0,NO_WRITE_DRY_RUN_ONLY,,
惘,U+60D8,4987,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄罔,1973464448,0x75A0AD80,117,立,20,left-right,1,728,0,1029287296,0x3D59AD80,61,忄,心,11,3,左右,728,0,True,61,11,3,728,0,NO_WRITE_DRY_RUN_ONLY,,
悸,U+60B8,4988,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄季,1436298112,0x559C2B80,85,水,19,top-wrap,8,696,0,1029286784,0x3D59AB80,61,忄,心,11,3,左右,696,0,True,61,11,3,696,0,NO_WRITE_DRY_RUN_ONLY,,
惆,U+60C6,4989,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄周,1662299232,0x6314AC60,99,甘,2,bottom-wrap,9,710,0,1029287008,0x3D59AC60,61,忄,心,11,3,左右,710,0,True,61,11,3,710,0,NO_WRITE_DRY_RUN_ONLY,,
惚,U+60DA,4990,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄忽,2008133024,0x77B1ADA0,119,米,22,up-down,3,730,0,1029287328,0x3D59ADA0,61,忄,心,11,3,左右,730,0,True,61,11,3,730,0,NO_WRITE_DRY_RUN_ONLY,,
惇,U+60C7,4991,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1679633520,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
惮,U+60EE,4992,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,11,左右,3,⿰忄单,2338139872,0x8B5D2EE0,139,色,11,left-wrap,10,750,0,1029287648,0x3D59AEE0,61,忄,心,11,3,左右,750,0,True,61,11,3,750,0,NO_WRITE_DRY_RUN_ONLY,,
窕,U+7A95,4993,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,穴,穴,DIRECT,116,11,上下,1,⿱穴兆,1211517264,0x48364950,72,日,6,triangle,12,1173,0,1951975760,0x7458C950,116,穴,穴,11,1,上下,1173,0,True,116,11,1,1173,0,NO_WRITE_DRY_RUN_ONLY,,
谌,U+8C0C,4994,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠甚,829284544,0x316DE0C0,49,己,13,full-wrap,11,1548,0,2505695424,0x9559E0C0,149,讠,言,11,3,左右,1548,0,True,149,11,3,1548,0,NO_WRITE_DRY_RUN_ONLY,,
谏,U+8C0F,4995,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠柬,880861424,0x3480E0F0,52,幺,16,left-right,1,1551,0,2505695472,0x9559E0F0,149,讠,言,11,3,左右,1551,0,True,149,11,3,1551,0,NO_WRITE_DRY_RUN_ONLY,,
扈,U+6248,4996,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,户,戶,ALIAS,63,11,左上包,5,⿸户邑,964871296,0x3982C480,57,弓,16,top-left-wrap,5,1096,0,1062913152,0x3F5AC480,63,户,戶,11,5,左上包,1096,0,True,63,11,5,1096,0,NO_WRITE_DRY_RUN_ONLY,,
皲,U+76B2,4997,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,皮,皮,DIRECT,107,11,左右,3,⿰军皮,2467990304,0x931A8B20,147,見,3,top-left-wrap,5,178,0,1801030432,0x6B598B20,107,皮,皮,11,3,左右,178,0,True,107,11,3,178,0,NO_WRITE_DRY_RUN_ONLY,,
谑,U+8C11,4998,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠虐,915530000,0x3691E110,54,廴,18,up-down,3,1553,0,2505695504,0x9559E110,149,讠,言,11,3,左右,1553,0,True,149,11,3,1553,0,NO_WRITE_DRY_RUN_ONLY,,
裆,U+88C6,4999,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,衤,衣,ALIAS,145,11,左右,3,⿰衤当,1130540128,0x4362AC60,67,文,12,top-left-wrap,5,710,0,2438573152,0x9159AC60,145,衤,衣,11,3,左右,710,0,True,145,11,3,710,0,NO_WRITE_DRY_RUN_ONLY,,
袷,U+88B7,5000,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,衤,衣,ALIAS,145,11,左右,3,⿰衤合,887204720,0x34E1AB70,52,幺,28,up-down,3,695,0,2438572912,0x9159AB70,145,衤,衣,11,3,左右,695,0,True,145,11,3,695,0,NO_WRITE_DRY_RUN_ONLY,,
裉,U+88C9,5001,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,衤,衣,ALIAS,145,11,左右,3,⿰衤艮,1182542992,0x467C2C90,70,方,15,top-wrap,8,713,0,2438573200,0x9159AC90,145,衤,衣,11,3,左右,713,0,True,145,11,3,713,0,NO_WRITE_DRY_RUN_ONLY,,
谒,U+8C12,5002,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠曷,932864288,0x379A6120,55,廾,19,up-mid-down,4,1554,0,2505695520,0x9559E120,149,讠,言,11,3,左右,1554,0,True,149,11,3,1554,0,NO_WRITE_DRY_RUN_ONLY,,
谔,U+8C14,5003,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠咢,967532864,0x39AB6140,57,弓,21,top-right-wrap,6,1556,0,2505695552,0x9559E140,149,讠,言,11,3,左右,1556,0,True,149,11,3,1556,0,NO_WRITE_DRY_RUN_ONLY,,
谕,U+8C15,5004,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠俞,984867152,0x3AB3E150,58,彐,22,bottom-left-wrap,7,1557,0,2505695568,0x9559E150,149,讠,言,11,3,左右,1557,0,True,149,11,3,1557,0,NO_WRITE_DRY_RUN_ONLY,,
谖,U+8C16,5005,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠爰,1002201440,0x3BBC6160,59,彡,23,top-wrap,8,1558,0,2505695584,0x9559E160,149,讠,言,11,3,左右,1558,0,True,149,11,3,1558,0,NO_WRITE_DRY_RUN_ONLY,,
谗,U+8C17,5006,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠𫥎,1019535728,0x3CC4E170,60,彳,24,bottom-wrap,9,1559,0,2505695600,0x9559E170,149,讠,言,11,3,左右,1559,0,True,149,11,3,1559,0,NO_WRITE_DRY_RUN_ONLY,,
谙,U+8C19,5007,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠音,1054204304,0x3ED5E190,62,戈,26,full-wrap,11,1561,0,2505695632,0x9559E190,149,讠,言,11,3,左右,1561,0,True,149,11,3,1561,0,NO_WRITE_DRY_RUN_ONLY,,
谛,U+8C1B,5008,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠帝,1088446896,0x40E061B0,64,手,28,single,0,1563,0,2505695664,0x9559E1B0,149,讠,言,11,3,左右,1563,0,True,149,11,3,1563,0,NO_WRITE_DRY_RUN_ONLY,,
谝,U+8C1D,5009,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,讠,言,ALIAS,149,11,左右,3,⿰讠扁,1123115472,0x42F161D0,66,攴,30,left-mid-right,2,1565,0,2505695696,0x9559E1D0,149,讠,言,11,3,左右,1565,0,True,149,11,3,1565,0,NO_WRITE_DRY_RUN_ONLY,,
逯,U+902F,5010,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,辶,辵,ALIAS,162,11,左下包,8,⿺辶录,647111408,0x269222F0,38,女,18,up-mid-down,4,559,0,2723947248,0xA25C22F0,162,辶,辵,11,8,左下包,559,0,True,162,11,8,559,0,NO_WRITE_DRY_RUN_ONLY,,
郿,U+90FF,5011,DRY_RUN_BLOCKED,,,,,,,,左右,3,,541732848,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
隈,U+9688,5012,DRY_RUN_BLOCKED,,,阝,,,,11,左右,3,,2784626816,,,,,,,136,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side."
粜,U+7C9C,5013,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,米,米,DIRECT,119,11,上下,1,⿱出米,2750278080,0xA3EDE9C0,163,邑,29,full-wrap,11,1692,0,2002315712,0x7758E9C0,119,米,米,11,1,上下,1692,0,True,119,11,1,1692,0,NO_WRITE_DRY_RUN_ONLY,,
隍,U+968D,5014,DRY_RUN_BLOCKED,,,阝,,,,11,左右,3,,2855045328,,,,,,,141,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side."
隗,U+9697,5015,DRY_RUN_BLOCKED,,,阝,,,,11,左右,3,,3027962224,,,,,,,151,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side."
婧,U+5A67,5016,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,女,女,DIRECT,38,11,左右,3,⿰女青,3027355248,0xB471C670,180,音,14,up-down,3,1127,0,643417712,0x2659C670,38,女,女,11,3,左右,1127,0,True,38,11,3,1127,0,NO_WRITE_DRY_RUN_ONLY,,
婊,U+5A4A,5017,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,女,女,DIRECT,38,11,左右,3,⿰女表,2541765792,0x978044A0,151,豆,16,single,0,1098,0,643417248,0x2659C4A0,38,女,女,11,3,左右,1098,0,True,38,11,3,1098,0,NO_WRITE_DRY_RUN_ONLY,,
婕,U+5A55,5018,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,女,女,DIRECT,38,11,左右,3,⿰女疌,2732442960,0xA2DDC550,162,辵,27,full-wrap,11,1109,0,643417424,0x2659C550,38,女,女,11,3,左右,1109,0,True,38,11,3,1109,0,NO_WRITE_DRY_RUN_ONLY,,
娼,U+5A3C,5019,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,女,女,DIRECT,38,11,左右,3,⿰女昌,2299937728,0x891643C0,137,舟,2,triangle,12,1084,0,643417024,0x2659C3C0,38,女,女,11,3,左右,1084,0,True,38,11,3,1084,0,NO_WRITE_DRY_RUN_ONLY,,
婢,U+5A62,5020,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,女,女,DIRECT,38,11,左右,3,⿰女卑,2941109792,0xAF4DC620,175,非,9,full-wrap,11,1122,0,643417632,0x2659C620,38,女,女,11,3,左右,1122,0,True,38,11,3,1122,0,NO_WRITE_DRY_RUN_ONLY,,
婵,U+5A75,5021,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,女,女,DIRECT,38,11,左右,3,⿰女单,3269609296,0xC2E24750,194,鬼,28,up-mid-down,4,1141,0,643417936,0x2659C750,38,女,女,11,3,左右,1141,0,True,38,11,3,1141,0,NO_WRITE_DRY_RUN_ONLY,,
胬,U+80EC,5022,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,肉,肉,DIRECT,130,11,上下,1,⿱奴肉,3314364096,0xC58D2EC0,197,鹵,17,left-wrap,10,748,0,2186849984,0x8258AEC0,130,肉,肉,11,1,上下,748,0,True,130,11,1,748,0,NO_WRITE_DRY_RUN_ONLY,,
袈,U+8888,5023,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,衣,衣,DIRECT,145,11,上下,1,⿱加衣,90450048,0x05642880,5,乙,12,top-wrap,8,648,0,2438506624,0x9158A880,145,衣,衣,11,1,上下,648,0,True,145,11,1,648,0,NO_WRITE_DRY_RUN_ONLY,,
翌,U+7FCC,5024,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,羽,羽,DIRECT,124,11,上下,1,⿱羽立,2068061376,0x7B441CC0,123,羊,8,top-wrap,8,460,0,2086182080,0x7C589CC0,124,羽,羽,11,1,上下,460,0,True,124,11,1,460,0,NO_WRITE_DRY_RUN_ONLY,,
恿,U+607F,5025,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,心,心,DIRECT,61,11,上下,1,⿱甬心,482453488,0x1CC1A7F0,28,厶,24,up-down,3,639,0,1029220336,0x3D58A7F0,61,心,心,11,1,上下,639,0,True,61,11,1,639,0,NO_WRITE_DRY_RUN_ONLY,,
欸,U+6B38,5026,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,欠,欠,DIRECT,76,11,左右,3,⿰矣欠,3444757376,0xCD52D380,205,黽,10,top-left-wrap,5,1336,0,1280955264,0x4C59D380,76,欠,欠,11,3,左右,1336,0,True,76,11,3,1336,0,NO_WRITE_DRY_RUN_ONLY,,
绫,U+7EEB,5027,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟夌,1895435952,0x70FA0EB0,112,石,31,up-mid-down,4,235,0,2019135152,0x78598EB0,120,纟,糸,11,3,左右,235,0,True,120,11,3,235,0,NO_WRITE_DRY_RUN_ONLY,,
骐,U+9A90,5028,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,马,馬,ALIAS,187,11,左右,3,⿰马其,2135738624,0x7F4CC900,127,耒,9,bottom-wrap,9,1168,0,3143223552,0xBB59C900,187,马,馬,11,3,左右,1168,0,True,187,11,3,1168,0,NO_WRITE_DRY_RUN_ONLY,,
绮,U+7EEE,5029,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟奇,1931185888,0x731B8EE0,115,禾,3,bottom-left-wrap,7,238,0,2019135200,0x78598EE0,120,纟,糸,11,3,左右,238,0,True,120,11,3,238,0,NO_WRITE_DRY_RUN_ONLY,,
绯,U+7EEF,5030,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟非,1948520176,0x74240EF0,116,穴,4,top-wrap,8,239,0,2019135216,0x78598EF0,120,纟,糸,11,3,左右,239,0,True,120,11,3,239,0,NO_WRITE_DRY_RUN_ONLY,,
绱,U+7EF1,5031,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟尚,1983188752,0x76350F10,118,竹,6,left-wrap,10,241,0,2019135248,0x78598F10,120,纟,糸,11,3,左右,241,0,True,120,11,3,241,0,NO_WRITE_DRY_RUN_ONLY,,
骒,U+9A92,5032,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,马,馬,ALIAS,187,11,左右,3,⿰马果,2170407200,0x815DC920,129,聿,11,full-wrap,11,1170,0,3143223584,0xBB59C920,187,马,馬,11,3,左右,1170,0,True,187,11,3,1170,0,NO_WRITE_DRY_RUN_ONLY,,
绲,U+7EF2,5033,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟昆,2000523040,0x773D8F20,119,米,7,full-wrap,11,242,0,2019135264,0x78598F20,120,纟,糸,11,3,左右,242,0,True,120,11,3,242,0,NO_WRITE_DRY_RUN_ONLY,,
骓,U+9A93,5034,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,马,馬,ALIAS,187,11,左右,3,⿰马隹,2187741488,0x82664930,130,肉,12,triangle,12,1171,0,3143223600,0xBB59C930,187,马,馬,11,3,左右,1171,0,True,187,11,3,1171,0,NO_WRITE_DRY_RUN_ONLY,,
绶,U+7EF6,5035,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,纟,糸,ALIAS,120,11,左右,3,⿰纟受,2069434208,0x7B590F60,123,羊,11,left-mid-right,2,246,0,2019135328,0x78598F60,120,纟,糸,11,3,左右,246,0,True,120,11,3,246,0,NO_WRITE_DRY_RUN_ONLY,,
